id,tanggal,platform,tipe,ticker,harga,jumlah,nominal,pnl_rp,pnl_pct,broker_fee,exchange_fee
tx_1779419183000,2026-05-22,Bibit,BUY,MARK,795.0,2500.0,1987500.0,0.0,0.0,0.0,0.0
tx_1779422080019,2026-05-22,Bibit,SELL,MARK,795.0,2600.0,2067000.0,0.0,0.0,0.0,0.0
tx_1779422116347,2026-05-22,Bibit,BUY,MARK,795.0,2600.0,2067000.0,0.0,0.0,0.0,0.0
tx_1779430077229,2026-04-29,Bibit,BUY,PTBA,2890.0,300.0,867000.0,0.0,0.0,,
tx_1779435024378,2026-04-09,Bibit,TOPUP,,0.0,0.0,1000000.0,0.0,0.0,,
tx_1779435046108,2026-04-18,Bibit,TOPUP,,0.0,0.0,2000000.0,0.0,0.0,,
tx_1779435065535,2026-05-04,Bibit,TOPUP,,0.0,0.0,998234.0,0.0,0.0,,
tx_1779457914645,2026-04-18,Bibit,WITHDRAWAL,,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0
tx_1779695624685,2026-05-25,Bibit,SELL,PTBA,2850.0,300.0,852863.0,-14137.0,-1.6305651672433679,0.0,2137.0
